|post_id|post_text|comment_id|comment_text|author_name|favorite_count|retweet_count
58|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349189780249128961|@Spotify @lwtrry @Louis_Tomlinson Finally 🙌🏻🙌🏻|ana la directioner jejejejeje|0|0
59|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349168348697923587|@Spotify @Louis_Tomlinson TURN IT UP IVE BEEN WAITING FOR THIS FOR AGESSS|avery loves copy of a copy|0|0
60|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349168296021663746|@Spotify @Louis_Tomlinson FUCKING FINALLY|avery loves copy of a copy|0|0
61|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349146644978167809|"@Spotify @Louis_Tomlinson What a great happineeeesssss!!!
Proud of @Louis_Tomlinson forever"|Briseida|1|0
62|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349115599989972997|@Spotify @Louis_Tomlinson https://t.co/JRWJMZOv5T|ingrid ❯❯❯❯ ᴸᴾ|0|0
63|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349113400463417344|@Spotify @Louis_Tomlinson 💚💚💚💚💚|cheche|0|0
64|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349096534252675073|@Spotify @Louis_Tomlinson AL FIN, POR DIOS|Bleeer◟̽◞̽♡̷ ZAYN IS COMING|0|0
65|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349096029493334021|@Spotify @Louis_Tomlinson FINALLY!!|mdc|0|0
66|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349088091785617410|@Spotify @Louis_Tomlinson Finally https://t.co/8YxGsjXVFK|løla streaming walls⁹¹|0|0
67|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349088079064289285|@Spotify @Louis_Tomlinson WE MADE IT https://t.co/8YxGsjXVFK|løla streaming walls⁹¹|0|0
68|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349088064539418626|@Spotify @Louis_Tomlinson https://t.co/8YxGsjXVFK|løla streaming walls⁹¹|0|0
69|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349085243144339457|@Spotify @Louis_Tomlinson Follow me|Eliza Hunter#DicenMH|0|0
